OrderID,OrderLine,OrderDate,ProductID,Quantity,UnitPrice,DiscountPct,GrossSales,DiscountAmount,Revenue,COGS,ShippingCost,VariableSalesCost,TotalCost,Profit,CustomerSegment,SalesChannel
SO-202603-027148,1,2026-03-11,1033,10,40.23,0.0616,402.34,24.77,377.57,209.01,12.00,27.19,248.20,129.37,Mid-Market,Direct Sales
SO-202603-027149,1,2026-03-22,1045,2,40.48,0.0376,80.95,3.05,77.90,37.82,5.70,4.28,47.80,30.10,Small Business,Online
SO-202603-027149,2,2026-03-22,1021,1,1131.91,0.0390,1131.91,44.13,1087.77,833.24,24.50,59.83,917.57,170.20,Small Business,Online
SO-202603-027149,3,2026-03-22,1039,3,91.75,0.0288,275.26,7.94,267.32,149.88,6.30,14.70,170.89,96.44,Small Business,Online
SO-202603-027150,1,2026-03-15,1031,2,144.09,0.0820,288.18,23.63,264.55,181.80,5.63,20.63,208.06,56.49,Enterprise,Direct Sales
SO-202603-027151,1,2026-03-22,1033,8,40.48,0.0633,323.81,20.50,303.31,167.63,7.95,19.71,195.30,108.01,Mid-Market,Partner
SO-202603-027152,1,2026-03-02,1027,2,92.74,0.0467,185.48,8.65,176.83,119.76,6.40,9.73,135.89,40.94,Small Business,Online
SO-202603-027152,2,2026-03-02,1033,10,40.62,0.0378,406.18,15.35,390.82,208.53,12.00,21.50,242.02,148.80,Small Business,Online
SO-202603-027153,1,2026-03-06,1026,5,27.57,0.0399,137.84,5.49,132.34,73.17,8.50,7.28,88.95,43.39,Small Business,Online
SO-202603-027154,1,2026-03-09,1038,3,50.34,0.0513,151.02,7.75,143.28,75.36,6.30,10.32,91.98,51.30,Small Business,Direct Sales
SO-202603-027154,2,2026-03-09,1040,1,81.09,0.0544,81.09,4.41,76.68,42.73,5.10,5.52,53.35,23.33,Small Business,Direct Sales
SO-202603-027155,1,2026-03-06,1032,1,121.50,0.0801,121.50,9.74,111.76,73.62,5.02,8.72,87.35,24.41,Enterprise,Direct Sales
SO-202603-027156,1,2026-03-03,1043,4,60.58,0.0355,242.34,8.61,233.73,116.54,6.90,12.86,136.29,97.44,Small Business,Online
SO-202603-027156,2,2026-03-03,1040,5,80.69,0.0376,403.45,15.17,388.27,216.72,7.50,21.36,245.58,142.70,Small Business,Online
SO-202603-027157,1,2026-03-05,1034,5,161.64,0.0743,808.18,60.05,748.13,501.85,8.50,53.87,564.22,183.92,Mid-Market,Direct Sales
SO-202603-027158,1,2026-03-15,1004,1,1845.69,0.0334,1845.69,61.60,1784.09,1477.66,8.70,98.12,1584.49,199.60,Small Business,Online
SO-202603-027158,2,2026-03-15,1015,1,437.93,0.0408,437.93,17.89,420.04,300.14,24.50,23.10,347.74,72.29,Small Business,Online
SO-202603-027159,1,2026-03-22,1005,2,337.77,0.0930,675.55,62.80,612.74,466.83,8.71,37.38,512.92,99.83,Enterprise,Online
SO-202603-027160,1,2026-03-07,1003,1,885.59,0.0513,885.59,45.45,840.14,652.12,6.52,54.61,713.25,126.89,Small Business,Partner
SO-202603-027160,2,2026-03-07,1006,1,193.01,0.0566,193.01,10.93,182.08,131.35,6.52,11.84,149.71,32.37,Small Business,Partner
SO-202603-027160,3,2026-03-07,1038,4,50.40,0.0500,201.61,10.08,191.53,100.34,5.18,12.45,117.96,73.56,Small Business,Partner
SO-202603-027161,1,2026-03-20,1036,3,31.63,0.0533,94.88,5.05,89.82,48.69,7.10,4.94,60.73,29.09,Mid-Market,Online
SO-202603-027162,1,2026-03-04,1016,3,223.26,0.0366,669.77,24.51,645.27,434.41,31.50,35.49,501.40,143.87,Small Business,Online
SO-202603-027163,1,2026-03-06,1027,1,92.21,0.0318,92.21,2.93,89.28,59.73,5.70,4.91,70.34,18.94,Small Business,Online
SO-202603-027164,1,2026-03-15,1001,1,1348.59,0.0638,1348.59,86.04,1262.55,1024.79,8.70,90.90,1124.40,138.15,Mid-Market,Direct Sales
SO-202603-027164,2,2026-03-15,1047,3,82.03,0.0530,246.10,13.04,233.06,137.94,6.30,16.78,161.03,72.03,Mid-Market,Direct Sales
SO-202603-027165,1,2026-03-09,1029,4,76.79,0.0380,307.18,11.68,295.50,188.78,7.80,21.28,217.86,77.64,Small Business,Direct Sales
SO-202603-027166,1,2026-03-04,1028,10,255.21,0.0589,2552.11,150.24,2401.88,1758.43,12.00,172.94,1943.36,458.51,Mid-Market,Direct Sales
SO-202603-027167,1,2026-03-22,1037,3,43.40,0.0314,130.20,4.09,126.11,70.33,7.10,6.94,84.36,41.75,Small Business,Online
SO-202603-027168,1,2026-03-12,1007,2,566.18,0.0642,1132.36,72.68,1059.68,802.15,9.90,58.28,870.33,189.35,Mid-Market,Online
SO-202603-027169,1,2026-03-25,1041,1,71.04,0.0615,71.04,4.37,66.67,35.84,5.10,3.67,44.61,22.06,Mid-Market,Online
SO-202603-027169,2,2026-03-25,1039,2,92.22,0.0566,184.45,10.44,174.01,100.81,5.70,9.57,116.08,57.93,Mid-Market,Online
SO-202603-027169,3,2026-03-25,1048,1,34.65,0.0562,34.65,1.95,32.70,16.03,5.10,1.80,22.93,9.77,Mid-Market,Online
SO-202603-027170,1,2026-03-27,1030,3,30.11,0.0485,90.33,4.38,85.94,45.43,7.10,6.19,58.72,27.22,Small Business,Direct Sales
SO-202603-027171,1,2026-03-27,1039,5,90.46,0.0684,452.30,30.94,421.36,249.47,7.50,30.34,287.31,134.05,Mid-Market,Direct Sales
SO-202603-027172,1,2026-03-30,1043,1,59.78,0.0575,59.78,3.44,56.34,28.89,5.10,3.10,37.09,19.25,Mid-Market,Online
SO-202603-027173,1,2026-03-31,1043,1,60.28,0.0827,60.28,4.99,55.29,29.08,4.49,4.31,37.88,17.41,Enterprise,Direct Sales
SO-202603-027173,2,2026-03-31,1005,1,335.05,0.0942,335.05,31.57,303.48,233.76,7.66,23.67,265.08,38.40,Enterprise,Direct Sales
SO-202603-027173,3,2026-03-31,1025,2,35.24,0.0988,70.48,6.96,63.51,38.83,5.63,4.95,49.42,14.10,Enterprise,Direct Sales
SO-202603-027174,1,2026-03-04,1015,3,439.52,0.0638,1318.57,84.13,1234.44,895.16,31.50,67.89,994.56,239.89,Mid-Market,Online
SO-202603-027174,2,2026-03-04,1005,1,338.19,0.0467,338.19,15.79,322.41,235.86,8.70,17.73,262.29,60.11,Mid-Market,Online
SO-202603-027174,3,2026-03-04,1009,2,910.75,0.0668,1821.50,121.69,1699.81,1437.10,9.90,93.49,1540.48,159.32,Mid-Market,Online
SO-202603-027175,1,2026-03-23,1042,3,153.47,0.0779,460.41,35.88,424.53,270.47,5.54,25.90,301.91,122.61,Enterprise,Online
SO-202603-027175,2,2026-03-23,1044,5,19.55,0.0915,97.76,8.95,88.81,41.99,6.60,5.42,54.01,34.80,Enterprise,Online
SO-202603-027176,1,2026-03-22,1026,2,28.08,0.0756,56.17,4.25,51.92,29.21,4.80,3.37,37.38,14.54,Mid-Market,Partner
SO-202603-027177,1,2026-03-28,1001,1,1334.66,0.0494,1334.66,65.93,1268.73,1026.18,8.70,69.78,1104.66,164.07,Mid-Market,Online
SO-202603-027177,2,2026-03-28,1013,1,646.69,0.0506,646.69,32.73,613.97,450.59,24.50,33.77,508.86,105.11,Mid-Market,Online
SO-202603-027178,1,2026-03-19,1035,3,22.59,0.0362,67.76,2.45,65.31,33.22,7.10,3.59,43.91,21.40,Small Business,Online
SO-202603-027178,2,2026-03-19,1006,1,192.85,0.0373,192.85,7.20,185.65,131.11,8.70,10.21,150.02,35.64,Small Business,Online
SO-202603-027179,1,2026-03-18,1036,3,31.92,0.0599,95.75,5.73,90.01,48.48,7.10,4.95,60.53,29.48,Mid-Market,Online
SO-202603-027180,1,2026-03-28,1018,1,183.87,0.0497,183.87,9.14,174.73,116.54,24.50,12.58,153.62,21.11,Small Business,Direct Sales
SO-202603-027181,1,2026-03-18,1038,1,50.84,0.0540,50.84,2.75,48.10,25.00,5.10,3.46,33.57,14.53,Small Business,Direct Sales
SO-202603-027182,1,2026-03-13,1043,2,60.45,0.0671,120.90,8.11,112.79,58.31,4.28,7.33,69.92,42.87,Mid-Market,Partner
SO-202603-027183,1,2026-03-05,1037,5,43.54,0.0265,217.68,5.76,211.92,117.02,8.50,11.66,137.18,74.74,Small Business,Online
SO-202603-027184,1,2026-03-04,1043,2,61.13,0.0700,122.26,8.55,113.71,58.48,4.28,7.39,70.15,43.56,Mid-Market,Partner
SO-202603-027185,1,2026-03-27,1025,3,35.11,0.0721,105.34,7.60,97.74,58.51,6.25,5.96,70.72,27.02,Enterprise,Online
SO-202603-027185,2,2026-03-27,1020,2,341.60,0.0726,683.20,49.62,633.57,449.68,24.64,38.65,512.97,120.60,Enterprise,Online
SO-202603-027186,1,2026-03-16,1042,5,152.35,0.0701,761.77,53.40,708.37,455.80,5.62,46.04,507.47,200.90,Mid-Market,Partner
SO-202603-027187,1,2026-03-06,1011,1,1141.17,0.0782,1141.17,89.27,1051.90,848.43,7.66,64.17,920.25,131.65,Enterprise,Online
SO-202603-027188,1,2026-03-09,1025,10,34.58,0.0371,345.81,12.84,332.97,195.25,12.00,18.31,225.56,107.41,Small Business,Online
SO-202603-027189,1,2026-03-21,1029,2,77.19,0.0727,154.38,11.23,143.15,94.45,6.40,10.31,111.15,31.99,Mid-Market,Direct Sales
SO-202603-027189,2,2026-03-21,1041,2,70.76,0.0722,141.53,10.21,131.31,72.01,5.70,9.45,87.16,44.15,Mid-Market,Direct Sales
SO-202603-027190,1,2026-03-26,1025,5,34.61,0.0867,173.06,15.00,158.06,97.37,7.48,12.33,117.18,40.88,Enterprise,Direct Sales
SO-202603-027191,1,2026-03-06,1044,1,19.61,0.0574,19.61,1.13,18.48,8.31,5.10,1.02,14.43,4.05,Mid-Market,Online
SO-202603-027191,2,2026-03-06,1050,1,17.37,0.0615,17.37,1.07,16.30,7.12,5.10,0.90,13.12,3.18,Mid-Market,Online
SO-202603-027192,1,2026-03-11,1028,5,257.98,0.0453,1289.91,58.39,1231.52,891.44,8.50,67.73,967.67,263.85,Small Business,Online
SO-202603-027192,2,2026-03-11,1044,1,19.35,0.0319,19.35,0.62,18.73,8.32,5.10,1.03,14.45,4.28,Small Business,Online
SO-202603-027193,1,2026-03-18,1038,1,50.15,0.0489,50.15,2.45,47.69,24.98,5.10,3.43,33.51,14.18,Small Business,Direct Sales
SO-202603-027194,1,2026-03-26,1005,1,337.24,0.0627,337.24,21.13,316.11,235.47,8.70,22.76,266.93,49.18,Mid-Market,Direct Sales
SO-202603-027195,1,2026-03-26,1037,2,43.28,0.0523,86.56,4.53,82.04,46.44,6.40,5.91,58.75,23.29,Small Business,Direct Sales
SO-202603-027195,2,2026-03-26,1046,4,133.08,0.0503,532.33,26.77,505.56,328.25,6.90,36.40,371.55,134.00,Small Business,Direct Sales
SO-202603-027196,1,2026-03-30,1001,1,1322.14,0.0944,1322.14,124.81,1197.33,1026.97,7.66,93.39,1128.02,69.31,Enterprise,Direct Sales
SO-202603-027196,2,2026-03-30,1040,1,80.69,0.0811,80.69,6.55,74.14,42.84,4.49,5.78,53.11,21.03,Enterprise,Direct Sales
SO-202603-027197,1,2026-03-05,1019,1,153.92,0.0346,153.92,5.32,148.60,94.56,24.50,10.70,129.76,18.84,Small Business,Direct Sales
SO-202603-027198,1,2026-03-01,1034,8,161.19,0.0412,1289.50,53.18,1236.32,796.05,10.60,89.01,895.66,340.66,Small Business,Direct Sales
SO-202603-027198,2,2026-03-01,1016,2,225.81,0.0462,451.63,20.85,430.78,289.82,28.00,31.02,348.84,81.95,Small Business,Direct Sales
SO-202603-027199,1,2026-03-08,1007,1,570.41,0.0463,570.41,26.38,544.02,405.23,8.70,29.92,443.85,100.18,Small Business,Online
SO-202603-027199,2,2026-03-08,1032,8,121.72,0.0271,973.78,26.43,947.34,586.85,10.60,52.10,649.55,297.79,Small Business,Online
SO-202603-027200,1,2026-03-09,1047,1,82.35,0.0466,82.35,3.84,78.52,46.45,3.82,5.10,55.38,23.13,Small Business,Partner
SO-202603-027201,1,2026-03-07,1013,1,651.75,0.0549,651.75,35.76,615.99,456.46,24.50,44.35,525.31,90.68,Mid-Market,Direct Sales
SO-202603-027202,1,2026-03-29,1045,2,40.20,0.0626,80.39,5.03,75.36,37.73,4.28,4.90,46.91,28.45,Small Business,Partner
SO-202603-027203,1,2026-03-23,1046,1,130.65,0.0536,130.65,7.00,123.64,82.77,5.10,6.80,94.67,28.98,Mid-Market,Online
SO-202603-027203,2,2026-03-23,1014,1,819.23,0.0604,819.23,49.46,769.78,594.12,24.50,42.34,660.96,108.82,Mid-Market,Online
SO-202603-027204,1,2026-03-23,1038,8,49.78,0.0851,398.22,33.89,364.33,199.62,8.18,28.42,236.22,128.11,Enterprise,Direct Sales
SO-202603-027204,2,2026-03-23,1049,2,101.77,0.0790,203.55,16.07,187.47,112.57,5.02,14.62,132.21,55.27,Enterprise,Direct Sales
SO-202603-027204,3,2026-03-23,1035,5,22.58,0.0986,112.90,11.13,101.77,54.86,7.48,7.94,70.28,31.49,Enterprise,Direct Sales
SO-202603-027205,1,2026-03-18,1005,2,342.68,0.1030,685.36,70.61,614.75,465.87,6.53,43.65,516.05,98.69,Enterprise,Partner
SO-202603-027205,2,2026-03-18,1006,2,192.05,0.1078,384.09,41.42,342.68,262.44,6.53,24.33,293.30,49.38,Enterprise,Partner
SO-202603-027205,3,2026-03-18,1002,2,1039.23,0.1008,2078.47,209.57,1868.90,1568.55,6.53,132.69,1707.77,161.13,Enterprise,Partner
SO-202603-027206,1,2026-03-12,1001,1,1343.58,0.0411,1343.58,55.20,1288.37,1025.27,8.70,92.76,1126.73,161.64,Small Business,Direct Sales
SO-202603-027206,2,2026-03-12,1018,2,185.72,0.0549,371.44,20.37,351.06,232.21,28.00,25.28,285.49,65.57,Small Business,Direct Sales
SO-202603-027207,1,2026-03-23,1006,1,195.90,0.0457,195.90,8.95,186.95,130.11,8.70,10.28,149.09,37.86,Small Business,Online
SO-202603-027207,2,2026-03-23,1035,1,22.57,0.0395,22.57,0.89,21.68,11.06,5.70,1.19,17.95,3.72,Small Business,Online
SO-202603-027208,1,2026-03-24,1044,4,19.81,0.0277,79.26,2.19,77.06,33.32,6.90,4.24,44.46,32.60,Small Business,Online
SO-202603-027208,2,2026-03-24,1016,1,227.78,0.0422,227.78,9.62,218.16,143.48,24.50,12.00,179.98,38.18,Small Business,Online
SO-202603-027209,1,2026-03-27,1006,1,194.85,0.0531,194.85,10.35,184.50,131.45,8.70,10.15,150.30,34.21,Mid-Market,Online
SO-202603-027209,2,2026-03-27,1037,4,42.71,0.0516,170.86,8.81,162.05,93.46,7.80,8.91,110.18,51.87,Mid-Market,Online
SO-202603-027210,1,2026-03-03,1035,5,22.70,0.0922,113.50,10.47,103.03,55.57,5.61,7.32,68.49,34.54,Enterprise,Partner
SO-202603-027210,2,2026-03-03,1012,3,225.09,0.0895,675.27,60.46,614.81,417.77,7.33,43.65,468.75,146.06,Enterprise,Partner
SO-202603-027211,1,2026-03-31,1024,1,121.63,0.0621,121.63,7.55,114.08,69.51,24.50,6.27,100.29,13.80,Mid-Market,Online
SO-202603-027212,1,2026-03-07,1031,2,143.61,0.0418,287.22,12.00,275.22,181.68,6.40,19.82,207.90,67.32,Small Business,Direct Sales
SO-202603-027213,1,2026-03-11,1006,2,193.03,0.0801,386.05,30.90,355.15,259.70,8.71,27.70,296.12,59.03,Enterprise,Direct Sales
SO-202603-027214,1,2026-03-01,1041,5,71.29,0.0484,356.43,17.27,339.16,180.68,7.50,24.42,212.60,126.57,Small Business,Direct Sales
SO-202603-027215,1,2026-03-14,1045,1,39.95,0.0860,39.95,3.43,36.52,18.90,4.49,2.85,26.24,10.28,Enterprise,Direct Sales
SO-202603-027215,2,2026-03-14,1025,4,35.37,0.0970,141.46,13.73,127.74,77.98,6.86,9.96,94.81,32.92,Enterprise,Direct Sales
SO-202603-027216,1,2026-03-19,1033,2,39.50,0.0883,79.01,6.97,72.04,41.60,5.63,5.62,52.85,19.18,Enterprise,Direct Sales
SO-202603-027217,1,2026-03-23,1001,1,1333.00,0.0635,1333.00,84.69,1248.31,1039.59,8.70,68.66,1116.94,131.37,Mid-Market,Online
SO-202603-027218,1,2026-03-16,1044,1,19.78,0.0620,19.78,1.23,18.55,8.37,5.10,1.02,14.49,4.06,Mid-Market,Online
SO-202603-027219,1,2026-03-14,1033,3,39.90,0.0607,119.69,7.26,112.42,62.72,7.10,6.18,76.01,36.42,Mid-Market,Online
SO-202603-027220,1,2026-03-09,1028,10,252.27,0.0647,2522.68,163.20,2359.48,1775.48,12.00,129.77,1917.25,442.23,Mid-Market,Online
SO-202603-027220,2,2026-03-09,1044,1,19.79,0.0580,19.79,1.15,18.64,8.32,5.10,1.03,14.45,4.19,Mid-Market,Online
SO-202603-027220,3,2026-03-09,1007,1,564.99,0.0649,564.99,36.69,528.30,399.31,8.70,29.06,437.06,91.24,Mid-Market,Online
SO-202603-027221,1,2026-03-19,1015,2,445.91,0.0676,891.82,60.30,831.53,599.60,21.00,54.05,674.65,156.88,Mid-Market,Partner
SO-202603-027222,1,2026-03-13,1038,3,50.16,0.0321,150.47,4.83,145.64,74.80,6.30,8.01,89.11,56.53,Small Business,Online
SO-202603-027223,1,2026-03-17,1027,1,92.73,0.0349,92.73,3.23,89.50,59.36,5.70,4.92,69.98,19.51,Small Business,Online
SO-202603-027224,1,2026-03-03,1032,2,121.36,0.0825,242.73,20.03,222.70,147.00,5.63,17.37,170.00,52.70,Enterprise,Direct Sales
SO-202603-027224,2,2026-03-03,1022,2,162.37,0.0909,324.75,29.52,295.23,198.05,24.64,23.03,245.72,49.51,Enterprise,Direct Sales
SO-202603-027225,1,2026-03-05,1033,1,40.07,0.0266,40.07,1.07,39.01,20.70,5.70,2.15,28.55,10.46,Small Business,Online
SO-202603-027226,1,2026-03-16,1036,2,32.23,0.0584,64.46,3.76,60.70,32.30,6.40,4.37,43.07,17.63,Mid-Market,Direct Sales
SO-202603-027226,2,2026-03-16,1035,1,22.85,0.0698,22.85,1.59,21.25,11.00,5.70,1.53,18.23,3.02,Mid-Market,Direct Sales
SO-202603-027227,1,2026-03-28,1027,8,92.11,0.0342,736.84,25.19,711.65,478.29,10.60,39.14,528.03,183.62,Small Business,Online
SO-202603-027228,1,2026-03-23,1040,3,80.66,0.0729,241.99,17.63,224.36,129.95,6.30,16.15,152.40,71.95,Mid-Market,Direct Sales
SO-202603-027228,2,2026-03-23,1006,1,195.26,0.0582,195.26,11.36,183.89,129.79,8.70,13.24,151.73,32.17,Mid-Market,Direct Sales
SO-202603-027229,1,2026-03-27,1005,3,342.72,0.0472,1028.17,48.52,979.66,698.26,11.10,53.88,763.24,216.42,Mid-Market,Online
SO-202603-027230,1,2026-03-08,1045,5,40.20,0.0587,201.00,11.80,189.20,93.19,7.50,10.41,111.10,78.10,Mid-Market,Online
SO-202603-027231,1,2026-03-24,1032,2,123.52,0.0318,247.03,7.84,239.19,145.74,6.40,13.16,165.29,73.90,Small Business,Online
SO-202603-027232,1,2026-03-19,1030,10,30.10,0.0747,301.02,22.48,278.54,152.86,12.00,20.05,184.91,93.62,Mid-Market,Direct Sales
SO-202603-027233,1,2026-03-25,1025,2,34.99,0.0404,69.99,2.83,67.16,39.35,6.40,3.69,49.44,17.71,Small Business,Online
SO-202603-027234,1,2026-03-24,1025,2,35.10,0.0422,70.19,2.96,67.23,38.97,6.40,4.84,50.21,17.03,Small Business,Direct Sales
SO-202603-027235,1,2026-03-23,1027,8,91.10,0.0873,728.80,63.60,665.20,480.67,9.33,51.89,541.88,123.31,Enterprise,Direct Sales
SO-202603-027235,2,2026-03-23,1033,10,39.78,0.0919,397.82,36.55,361.27,208.20,10.56,28.18,246.94,114.33,Enterprise,Direct Sales
SO-202603-027236,1,2026-03-18,1021,2,1119.58,0.0347,2239.17,77.69,2161.47,1678.25,28.00,118.88,1825.13,336.34,Small Business,Online
SO-202603-027237,1,2026-03-28,1031,4,143.51,0.0632,574.05,36.29,537.77,360.33,7.80,38.72,406.85,130.92,Mid-Market,Direct Sales
SO-202603-027237,2,2026-03-28,1040,4,81.31,0.0576,325.26,18.73,306.52,172.95,6.90,22.07,201.92,104.60,Mid-Market,Direct Sales
SO-202603-027238,1,2026-03-03,1026,2,27.38,0.0777,54.75,4.26,50.50,29.60,5.63,3.08,38.31,12.19,Enterprise,Online
SO-202603-027239,1,2026-03-13,1021,1,1141.77,0.0663,1141.77,75.67,1066.10,845.83,24.50,58.64,928.96,137.14,Mid-Market,Online
SO-202603-027240,1,2026-03-08,1005,2,342.22,0.0632,684.44,43.24,641.20,466.65,7.43,41.68,515.76,125.44,Mid-Market,Partner
SO-202603-027240,2,2026-03-08,1032,8,120.84,0.0741,966.70,71.61,895.09,589.36,7.95,58.18,655.49,239.60,Mid-Market,Partner
SO-202603-027240,3,2026-03-08,1015,1,435.39,0.0756,435.39,32.91,402.48,299.35,18.38,26.16,343.89,58.59,Mid-Market,Partner
SO-202603-027241,1,2026-03-22,1025,8,34.70,0.0782,277.64,21.72,255.92,155.51,9.33,19.96,184.80,71.12,Enterprise,Direct Sales
SO-202603-027242,1,2026-03-05,1048,4,34.85,0.0513,139.40,7.14,132.25,64.22,6.90,9.52,80.65,51.61,Small Business,Direct Sales
SO-202603-027243,1,2026-03-19,1026,5,27.67,0.0809,138.33,11.19,127.14,73.71,6.38,8.26,88.35,38.79,Mid-Market,Partner
SO-202603-027243,2,2026-03-19,1036,4,32.24,0.0647,128.95,8.34,120.61,65.43,5.85,7.84,79.12,41.49,Mid-Market,Partner
SO-202603-027244,1,2026-03-26,1030,2,29.99,0.0361,59.99,2.17,57.82,30.22,6.40,3.18,39.80,18.02,Small Business,Online
SO-202603-027245,1,2026-03-02,1047,3,81.85,0.0518,245.54,12.73,232.81,139.48,6.30,12.80,158.58,74.23,Mid-Market,Online
SO-202603-027246,1,2026-03-13,1013,1,649.38,0.0550,649.38,35.75,613.63,455.29,24.50,44.18,523.97,89.66,Mid-Market,Direct Sales
SO-202603-027246,2,2026-03-13,1018,1,182.56,0.0616,182.56,11.25,171.30,115.80,24.50,12.33,152.63,18.67,Mid-Market,Direct Sales
SO-202603-027247,1,2026-03-16,1038,1,49.87,0.0815,49.87,4.06,45.81,25.26,3.82,2.98,32.06,13.74,Mid-Market,Partner
SO-202603-027248,1,2026-03-09,1048,2,34.97,0.0723,69.93,5.06,64.87,32.28,4.28,4.22,40.77,24.11,Mid-Market,Partner
SO-202603-027249,1,2026-03-28,1011,1,1134.14,0.0438,1134.14,49.73,1084.41,854.16,8.70,59.64,922.50,161.91,Small Business,Online
SO-202603-027250,1,2026-03-05,1015,2,435.44,0.0912,870.89,79.39,791.49,598.92,24.64,48.28,671.85,119.65,Enterprise,Online
SO-202603-027250,2,2026-03-05,1038,6,50.11,0.0717,300.65,21.55,279.09,151.16,7.13,17.02,175.32,103.78,Enterprise,Online
SO-202603-027251,1,2026-03-22,1025,2,35.37,0.0881,70.74,6.23,64.51,39.36,5.63,3.94,48.93,15.58,Enterprise,Online
SO-202603-027252,1,2026-03-28,1026,6,27.47,0.0988,164.85,16.29,148.56,87.88,8.10,11.59,107.56,41.00,Enterprise,Direct Sales
SO-202603-027252,2,2026-03-28,1035,3,22.88,0.0844,68.64,5.79,62.85,33.20,6.25,4.90,44.35,18.49,Enterprise,Direct Sales
SO-202603-027253,1,2026-03-31,1025,4,34.99,0.0562,139.94,7.87,132.07,78.82,7.80,7.26,93.89,38.19,Mid-Market,Online
SO-202603-027254,1,2026-03-21,1029,10,76.85,0.0490,768.48,37.65,730.82,470.18,12.00,40.20,522.37,208.45,Mid-Market,Online
SO-202603-027255,1,2026-03-18,1008,1,623.97,0.0311,623.97,19.42,604.55,454.10,8.70,33.25,496.05,108.50,Small Business,Online
SO-202603-027256,1,2026-03-13,1041,3,70.22,0.0338,210.67,7.11,203.56,108.54,6.30,11.20,126.03,77.53,Small Business,Online
SO-202603-027257,1,2026-03-15,1040,5,81.70,0.0498,408.50,20.33,388.18,214.49,7.50,21.35,243.34,144.83,Mid-Market,Online
SO-202603-027258,1,2026-03-29,1047,2,80.98,0.0808,161.96,13.09,148.87,92.27,5.02,9.08,106.37,42.51,Enterprise,Online
SO-202603-027259,1,2026-03-21,1042,3,151.20,0.0562,453.61,25.48,428.13,271.67,6.30,30.83,308.79,119.34,Mid-Market,Direct Sales
SO-202603-027260,1,2026-03-29,1005,1,336.78,0.0490,336.78,16.51,320.26,234.06,6.52,20.82,261.41,58.86,Small Business,Partner
SO-202603-027261,1,2026-03-07,1001,1,1343.03,0.0906,1343.03,121.67,1221.36,1033.78,7.66,74.50,1115.94,105.42,Enterprise,Online
SO-202603-027261,2,2026-03-07,1039,2,91.99,0.0743,183.98,13.67,170.32,100.56,5.02,10.39,115.97,54.35,Enterprise,Online
SO-202603-027262,1,2026-03-25,1026,4,27.48,0.0908,109.93,9.98,99.95,58.77,6.86,6.10,71.73,28.21,Enterprise,Online
SO-202603-027263,1,2026-03-09,1036,5,31.92,0.0440,159.61,7.02,152.59,80.96,8.50,10.99,100.45,52.14,Small Business,Direct Sales
SO-202603-027264,1,2026-03-29,1023,2,131.33,0.0502,262.65,13.19,249.46,156.73,21.00,16.22,193.95,55.52,Small Business,Partner
SO-202603-027265,1,2026-03-16,1039,3,91.73,0.0530,275.18,14.60,260.58,151.24,6.30,14.33,171.87,88.72,Mid-Market,Online
SO-202603-027266,1,2026-03-25,1013,2,639.76,0.0604,1279.52,77.31,1202.21,914.99,28.00,86.56,1029.55,172.66,Mid-Market,Direct Sales
SO-202603-027267,1,2026-03-08,1042,2,154.27,0.0553,308.53,17.07,291.46,180.41,5.70,16.03,202.14,89.32,Mid-Market,Online
SO-202603-027268,1,2026-03-22,1012,1,222.94,0.0316,222.94,7.05,215.90,139.46,8.70,11.87,160.03,55.86,Small Business,Online
SO-202603-027269,1,2026-03-04,1039,1,92.32,0.0828,92.32,7.65,84.67,49.90,4.49,5.16,59.55,25.12,Enterprise,Online
SO-202603-027269,2,2026-03-04,1031,1,144.42,0.0870,144.42,12.56,131.85,90.43,5.02,8.04,103.48,28.37,Enterprise,Online
SO-202603-027269,3,2026-03-04,1041,2,71.34,0.0795,142.68,11.34,131.33,72.06,5.02,8.01,85.09,46.25,Enterprise,Online
SO-202603-027270,1,2026-03-30,1037,4,42.88,0.0392,171.53,6.72,164.82,92.83,7.80,11.87,112.50,52.32,Small Business,Direct Sales
SO-202603-027271,1,2026-03-31,1044,1,19.39,0.0590,19.39,1.14,18.24,8.37,5.10,1.00,14.47,3.77,Mid-Market,Online
SO-202603-027272,1,2026-03-06,1043,2,60.60,0.0622,121.19,7.54,113.65,57.64,5.70,6.25,69.59,44.06,Mid-Market,Online
SO-202603-027272,2,2026-03-06,1027,4,91.58,0.0479,366.32,17.56,348.76,237.11,7.80,19.18,264.09,84.67,Mid-Market,Online
SO-202603-027273,1,2026-03-26,1038,1,50.10,0.0468,50.10,2.34,47.75,25.12,5.10,2.63,32.85,14.90,Mid-Market,Online
SO-202603-027274,1,2026-03-20,1034,5,162.14,0.0487,810.72,39.51,771.21,499.66,8.50,55.53,563.68,207.53,Small Business,Direct Sales
SO-202603-027274,2,2026-03-20,1028,2,259.06,0.0337,518.11,17.48,500.63,353.86,6.40,36.05,396.31,104.33,Small Business,Direct Sales
SO-202603-027275,1,2026-03-21,1023,4,132.84,0.0680,531.36,36.14,495.22,314.89,35.00,35.66,385.55,109.67,Mid-Market,Direct Sales
SO-202603-027275,2,2026-03-21,1031,2,144.62,0.0715,289.24,20.69,268.55,181.37,6.40,19.34,207.10,61.45,Mid-Market,Direct Sales
SO-202603-027276,1,2026-03-07,1041,1,70.85,0.0747,70.85,5.29,65.55,35.95,5.10,4.72,45.77,19.78,Mid-Market,Direct Sales
